"badge_id","badge_title","badge_description","badge_icon_url","badge_awarded_count","badge_activation_date","usage_count"
"930","I Found the SAP Learning Hub Free Courses","Find the ""SAP Learning Hub Free Courses Overview"" document using the search feature on SCN. Once you've found the document, bookmark it.","https://community.sap.com/html/@3E4A686FFF77BCC129FCEEE7C1E6B4D2/badge_icons/i-found-the-sap-learning-hub-free-courses.png","4840","2024-01-27T01:10:01.635+01:00","4211"
"670","#0092C5 - Devtoberfest 2022 - Set Up SAP Launchpad Service Using a Trial Account","As part of Devtoberfest 2022 - completed tutorial: Set Up SAP Launchpad Service Using a Trial Account","https://community.sap.com/html/@5F3D34F97324110B7EC1DFE9C644353E/badge_icons/2022-dev-0092C5.png","4202","2024-01-26T23:57:12.078+01:00","4077"
"1835","50 Kudos Received","At least 50 kudos received, impressive! Keep contributing good content!","https://community.sap.com/html/@B46F08544F557BC5EF92A977C15B2AFC/badge_icons/50-kudos-received.png","4039","2025-08-28T17:08:12.495+02:00","4037"
"1587","Devtoberfest 2024 Participant","Registered for Devtoberfest and attended various sessions during the month long event.","https://community.sap.com/html/@3C3194873938C54914B57467BD84F564/badge_icons/fest-badge-0star%20Devtoberfest%202024.png","3993","2024-09-19T21:04:05.121+02:00","3985"
"1744","#416F49 - Devtoberfest 2024 - Design and Deploy Your First Integration Flow","As part of Devtoberfest 2024 - Completed Tutorial: Design and Deploy Your First Integration Flow","https://community.sap.com/html/@129DDF3DF539AD37B5D6375ED39D6EF8/badge_icons/fest-hex-416F49%20Devtoberfest%202024.png","3951","2024-10-18T09:35:59.918+02:00","3945"
"625","#4E2E45 - Devtoberfest 2022 - Create Table Persistence and Generate Data","As part of Devtoberfest 2022 - completed tutorial: Create Table Persistence and Generate Data","https://community.sap.com/html/@1157447E68509933E54F5CF31ADB099C/badge_icons/2022-dev-4E2E45.png","4069","2024-01-27T00:02:34.317+01:00","3917"
"615","#44085F - Devtoberfest 2022 - Get to Know the ABAP RESTful Application Programming Model","As part of Devtoberfest 2022 - completed tutorial: Get to Know the ABAP RESTful Application Programming Model","https://community.sap.com/html/@99F185B86212AF7229E4A0E39D2E9CC7/badge_icons/2022-dev-44085F.png","4043","2024-01-27T00:02:05.795+01:00","3866"
"654","#1E3AD7 - Devtoberfest 2022 - Create an SAP BTP ABAP Environment Trial User","As part of Devtoberfest 2022 - completed tutorial: Create an SAP BTP ABAP Environment Trial User","https://community.sap.com/html/@E8C1EA995CAA11C9632703D0F7ED84B2/badge_icons/2022-dev-1E3AD7.png","3981","2024-01-26T23:58:48.768+01:00","3829"
"1638","#BA61B3 - Devtoberfest 2024 - Create a Business Process","As part of Devtoberfest 2024 - Completed Tutorial: Create a Business Process","https://community.sap.com/html/@2BAB70DC32A7FDA56B53227BBA3ED0EE/badge_icons/fest-hex-BA61B3%20Devtoberfest%202024.png","3716","2024-09-30T09:21:36.970+02:00","3713"
"1469","#EEDFCC - Devtoberfest 2023 - Install the Cloud Foundry Command Line Interface (CLI)","As part of Devtoberfest 2023 - completed Scavenger Hunt Tutorial: Install the Cloud Foundry Command Line Interface (CLI)","https://community.sap.com/html/@33732722BDC3FA33CA21D2EE0BCF4F5F/badge_icons/fest-hex-EEDFCC.png","3871","2024-01-26T23:49:51.829+01:00","3613"
"1717","#F3D0EF - Devtoberfest 2024 - Create a Site Using SAP Build Work Zone, standard edition","As part of Devtoberfest 2024 - Completed Tutorial: Create a Site Using SAP Build Work Zone, standard edition","https://community.sap.com/html/@1224F85C203AD935DD275AC8CDE399EA/badge_icons/fest-hex-F3D0EF%20Devtoberfest%202024.png","3560","2024-10-02T09:15:38.538+02:00","3561"
"1459","#C1FFC1 - Devtoberfest 2023 - Set Up Integration Suite Trial","As part of Devtoberfest 2023 - completed Scavenger Hunt Tutorial: Set Up Integration Suite Trial","https://community.sap.com/html/@0B23AE7B42242AC2F387044B97B93906/badge_icons/fest-hex-C1FFC1.png","3511","2024-01-26T23:43:13.649+01:00","3487"
"921","I Was Helpful!","Read and bookmark the SCN Rules of Engagement, then celebrate when your answer to a question is marked Helpful!","https://community.sap.com/html/@CAB430975291D652F52996535C5ED277/badge_icons/i-was-helpful.png","3984","2024-01-27T01:02:51.900+01:00","3446"
"1666","#BFAB9F - Devtoberfest 2024 - Use a Local Launch Page","As part of Devtoberfest 2024 - Completed Tutorial: Use a Local Launch Page","https://community.sap.com/html/@B0D20D2CA73C4DF9542C325C2170107D/badge_icons/fest-hex-BFAB9F%20Devtoberfest%202024.png","3434","2024-10-02T09:13:40.751+02:00","3435"
"1600","#94918C - Devtoberfest 2024 - Create a CAP Business Service with Node.js Using Visual Studio Code","As part of Devtoberfest 2024 - Complete Tutorial: Create a CAP Business Service with Node.js Using Visual Studio Code","https://community.sap.com/html/@AF01DDF919FDC06FD630EE208BC95BEA/badge_icons/fest-hex-94918C%20Devtoberfest%202024.png","3416","2024-09-23T09:21:01.815+02:00","3409"
"658","#1974A5 - Devtoberfest 2022 - Define and Expose a CDS-Based Travel Data Model","As part of Devtoberfest 2022 - completed tutorial: Define and Expose a CDS-Based Travel Data Model","https://community.sap.com/html/@D422A6CC974E4A5CEB94DE8B60344095/badge_icons/2022-dev-1974A5.png","3408","2024-01-26T23:58:28.996+01:00","3277"
"720","#9C2DB2 - Devtoberfest 2021 - Create Table Persistence and Generate Data","As part of Devtoberfest 2021 - completed tutorial: Create Table Persistence and Generate Data","https://community.sap.com/html/@4F4D55D1324F527721BE167DEBA864E2/badge_icons/9C2DB2-devtoberfest-2021.png","3357","2024-01-27T00:26:34.601+01:00","3213"
"594","#8B9AC5 - Devtoberfest 2022 - Create Behavior Definition for Managed Scenario","As part of Devtoberfest 2022 - completed tutorial: Create Behavior Definition for Managed Scenario","https://community.sap.com/html/@A7902B56A48547AA6E0C8671240D1533/badge_icons/2022-dev-8B9AC5.png","3215","2024-01-27T00:05:33.813+01:00","3085"
"1718","#CCF0FE - Devtoberfest 2024 - Integrate an SAPUI5 App to SAP Build Work Zone","As part of Devtoberfest 2024 - Completed Tutorial: Integrate an SAPUI5 App to SAP Build Work Zone","https://community.sap.com/html/@567C09E4E7465347631E27546DEE6F57/badge_icons/fest-hex-CCF0FE%20Devtoberfest%202024.png","3046","2024-10-02T09:15:51.301+02:00","3047"
"5","openSAP Enthusiast","You showed your enthusiasm for learning with openSAP and completed ten courses!","https://community.sap.com/html/@7C524CA0201FEE3AF7A2D74E2F6F143D/badge_icons/manual_openSAPEnthusiast.png","3216","2024-01-26T22:47:38.213+01:00","3013"
"920","I Was Right!","Read and bookmark the SCN Rules of Engagement, then celebrate when your answer to a question is marked Correct!","https://community.sap.com/html/@B7AAC775CFBA5E0D53F129B845BA61A9/badge_icons/i-was-right.png","3456","2024-01-27T01:02:43.274+01:00","3009"
"1657","#9A5A46 - Devtoberfest 2024 - Setup SAP Build Code in SAP BTP","As part of Devtoberfest 2024 - Completed Tutorial: Setup SAP Build Code in SAP BTP","https://community.sap.com/html/@1B283A6C5AB1A822FC6B0CD9E5B64E3C/badge_icons/fest-hex-9A5A46%20Devtoberfest%202024.png","2986","2024-09-30T09:26:35.033+02:00","2990"
"1635","#DC879B - Devtoberfest 2024 - Setup SAP Build Code in SAP BTP","As part of Devtoberfest 2024 - Completed Tutorial: Setup SAP Build Code in SAP BTP","https://community.sap.com/html/@0EB5B456B80CBC3C304C731E1F6F6848/badge_icons/fest-hex-DC879B%20Devtoberfest%202024.png","2974","2024-09-30T09:20:54.647+02:00","2977"
"1598","#1B0B12 - Devtoberfest 2024 - Create Database Table and Generate UI Service","As part of Devtoberfest 2024 - Complete Tutorial: Create Database Table and Generate UI Service","https://community.sap.com/html/@ECA44DE33DE9ED948BFF6E2CCBDA708C/badge_icons/fest-hex-1B0B12%20Devtoberfest%202024.png","2959","2024-09-23T09:20:20.953+02:00","2955"
"502","Blogging Savvy","Took the Writing and Publishing Blog Posts on SAP Community tutorial. Learned about knowing your audience, the blog review process, and more.","https://community.sap.com/html/@F0129A470CF3C785213496D17E5C7FC0/badge_icons/manual_BloggingSavvy.png","2961","2024-01-26T21:22:19.248+01:00","2890"
"1234","#8B7765 - Devtoberfest 2023 - Download and Prepare App for Cloud Foundry Deployment","As part of Devtoberfest 2023 - completed Tutorial: Download and Prepare App for Cloud Foundry Deployment","https://community.sap.com/html/@C51A86D174A18E6B200246B47386DD7A/badge_icons/fest-hex-8B7765.png","3026","2024-01-26T23:39:18.790+01:00","2848"
"910","Ready Set Go!","You're almost ready to jump in and participate. Follow some members, provide feedback on some content, and post a status update. Prerequisite mission: Ready Set (Go!)","https://community.sap.com/html/@E3C66C57DC0776B7E64805602C54A9D6/badge_icons/ready-set-go-3.png","3265","2024-01-27T01:07:40.876+01:00","2847"
"1630","#010101 - Devtoberfest 2024 - Build a CAP Application","As part of Devtoberfest 2024 - Completed Tutorial: Build a CAP Application","https://community.sap.com/html/@CF946951B6D54233FF9D5F652E1D19F9/badge_icons/fest-hex-010101%20Devtoberfest%202024.png","2808","2024-09-30T09:19:28.569+02:00","2804"
"1639","#A8416D - Devtoberfest 2024 - Create and Configure Forms","As part of Devtoberfest 2024 - Completed Tutorial: Create and Configure Forms","https://community.sap.com/html/@D2F5EA1A399FF8462C3730D223B6B569/badge_icons/fest-hex-A8416D%20Devtoberfest%202024.png","2773","2024-09-30T09:21:49.868+02:00","2769"
"90","Create and Expose a CDS-Based Data Model With SAP BTP ABAP Environment","Got to know the ABAP RESTful Application Programming Model&nbsp;by creating and exposing a&nbsp;CDS-based travel data model using the managed approach.","https://community.sap.com/html/@2F55B6A00F89685401868E7C87811E9B/badge_icons/manual_DevelopanSAPFioriAppUsingABAP.png","2832","2024-01-26T21:47:59.189+01:00","2756"
"1719","#7E603D - Devtoberfest 2024 - Integrate a URL App to SAP Build Work Zone","As part of Devtoberfest 2024 - Completed Tutorial: Integrate a URL App to SAP Build Work Zone","https://community.sap.com/html/@18988BE380EA374E7BCC6BF6CCFA0E1C/badge_icons/fest-hex-7E603D%20Devtoberfest%202024.png","2755","2024-10-02T09:16:11.404+02:00","2754"
"1169","1st new topic started","Keep em' coming!","https://community.sap.com/html/@5DCA86CBB70237E15CCC670BA31E586F/badge_icons/manual_1st-new-topic-started.png","2766","2024-01-27T01:16:16.172+01:00","2753"
"1168","1st Reply","Thank you for your contribution!","https://community.sap.com/html/@52774968132C2FC48E295ACCB0790B85/badge_icons/manual_1st-reply.png","2759","2024-01-27T01:16:56.771+01:00","2745"
"1844","5 Answers Accepted as Solutions","You have at least 5 answers accepted as solutions, excellent! Keep contributing good answers!","https://community.sap.com/html/@583DB4A207E9D00A696AF0A6562414BA/badge_icons/5-accepted-answers.png","2716","2025-08-19T19:20:46.076+02:00","2738"
"1628","#E1B446 - Devtoberfest 2024 - Introduction to Application Development Using CAP","As part of Devtoberfest 2024 - Completed Tutorial: Introduction to Application Development Using CAP","https://community.sap.com/html/@57B751732624FB6B70242EC6E3B28DE6/badge_icons/fest-hex-E1B446%20Devtoberfest%202024.png","2669","2024-09-30T09:18:19.828+02:00","2668"
"614","#61BAE0 - Devtoberfest 2022 - Enhance Behavior With Action and Validation","As part of Devtoberfest 2022 - completed tutorial: Enhance Behavior With Action and Validation","https://community.sap.com/html/@F70222A6BEC9E73605F62F5CF2B8B0C5/badge_icons/2022-dev-61BAE0.png","2767","2024-01-27T00:03:38.256+01:00","2641"
"671","#4C72A3 - Devtoberfest 2022 - Create an ABAP Project in ABAP Development Tools (ADT)","As part of Devtoberfest 2022 - completed tutorial: Create an ABAP Project in ABAP Development Tools (ADT)","https://community.sap.com/html/@61B3A236183B26A2D65EAF32EB60FEAA/badge_icons/2022-dev-4C72A3.png","2793","2024-01-27T00:02:38.798+01:00","2625"
"1417","#9AFF9A - Devtoberfest 2023 - Create a Site Using SAP Build Work Zone, standard edition","As part of Devtoberfest 2023 - completed Tutorial: Create a Site Using SAP Build Work Zone, standard edition","https://community.sap.com/html/@1F5D912DFD9516C32C47D1FE3E376237/badge_icons/fest-hex-9AFF9A.png","2576","2024-01-26T23:41:12.957+01:00","2559"
"1480","#B0E2FF - Devtoberfest 2023 - Design and Deploy Your First Integration Flow","As part of Devtoberfest 2023 - completed Tutorial: Design and Deploy Your First Integration Flow","https://community.sap.com/html/@03FDE2DA94A56184597EBC8EE0398EB1/badge_icons/fest-hex-B0E2FF.png","2617","2024-01-26T23:42:08.213+01:00","2552"
"1235","#8B7E66 - Devtoberfest 2023 - Deploy an App to SAP BTP, Cloud Foundry runtime","As part of Devtoberfest 2023 - completed Tutorial: Deploy an App to SAP BTP, Cloud Foundry runtime","https://community.sap.com/html/@DA2212B07101D452E724193FFC30300D/badge_icons/fest-hex-8B7E66.png","2702","2024-01-26T23:39:38.217+01:00","2537"
"1472","#7D26CD - Devtoberfest 2023 - Create a Destination in the SAP BTP Cockpit","As part of Devtoberfest 2023 - completed Scavenger Hunt Tutorial: Create a Destination in the SAP BTP Cockpit","https://community.sap.com/html/@AEAE77421D20B647965FF943250133B9/badge_icons/fest-hex-7D26CD.png","2604","2024-01-26T23:37:24.405+01:00","2520"
"949","ABAP in Eclipse Fan","Follow ABAP in Eclipse Space and Bookmark important blog","https://community.sap.com/html/@E7CCD9749AB9484D0BD7EEFB3DE11B6A/badge_icons/abap-in-eclipse-fan.png","2880","2024-01-27T01:07:19.439+01:00","2514"
"1640","#905335 - Devtoberfest 2024 - Create a Process Condition","As part of Devtoberfest 2024 - Completed Tutorial: Create a Process Condition","https://community.sap.com/html/@E2A831F94ACF93797F6F87FAC4EBCB7D/badge_icons/fest-hex-905335%20Devtoberfest%202024.png","2443","2024-09-30T09:22:00.364+02:00","2439"
"1629","#D8EAFE - Devtoberfest 2024 - Set Up SAP Business Application Studio","As part of Devtoberfest 2024 - Completed Tutorial: Set Up SAP Business Application Studio","https://community.sap.com/html/@5AB6E05345661764106F203C5139F0E0/badge_icons/fest-hex-D8EAFE%20Devtoberfest%202024.png","2406","2024-09-30T09:18:33.484+02:00","2404"
"91","Deliver Your First SAP Fiori Launchpad Site","Created and designed an attractive Portal site by adding pages, linking to apps and adding an SAP Fiori app to a launchpad page in the site.","https://community.sap.com/html/@963A1322008263A5354322ACA41C075A/badge_icons/manual_DeliverYourFirstPortalSite.png","2447","2024-01-26T21:48:12.228+01:00","2399"
